row_number,id,year,age,race,sex,education,party_id,religious_activity,ab_any,ab_defect,ab_no_more,ab_health,ab_poor,ab_rape,ab_single,hispanic
37279,1995,1998,51,Black,Male,13,Strong Democrat,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37280,1996,1998,36,White,Female,16,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37281,1997,1998,81,White,Female,12,Not Str Democrat,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
37282,1998,1998,26,White,Female,16,"Ind,Near Rep",4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,NA
37283,1999,1998,39,White,Male,11,"Ind,Near Rep",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37285,2001,1998,30,White,Male,16,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37286,2002,1998,28,White,Male,13,Not Str Republican,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37292,2008,1998,34,White,Male,16,Not Str Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37293,2009,1998,65,White,Male,14,Strong Democrat,9,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37294,2010,1998,43,White,Female,16,Independent,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
37295,2011,1998,36,White,Male,15,Other Party,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37296,2012,1998,64,White,Female,12,Independent,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37297,2013,1998,45,White,Male,16,Not Str Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37298,2014,1998,57,White,Female,14,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37299,2015,1998,37,White,Female,14,Strong Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37300,2016,1998,43,White,Female,16,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37301,2017,1998,70,White,Female,14,Not Str Republican,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37302,2018,1998,71,White,Female,13,Strong Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37304,2020,1998,49,White,Male,17,Strong Republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37305,2021,1998,35,White,Male,14,Not Str Republican,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37306,2022,1998,47,White,Male,14,Independent,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37307,2023,1998,50,Other,Female,16,"Ind,Near Rep",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37308,2024,1998,47,White,Male,14,Other Party,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,NA
37311,2027,1998,36,White,Male,14,"Ind,Near Rep",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37312,2028,1998,54,White,Male,18,Other Party,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37314,2030,1998,39,White,Male,12,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
37316,2032,1998,62,White,Female,10,"Ind,Near Dem",2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37317,2033,1998,32,White,Male,13,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37319,2035,1998,39,White,Male,12,Not Str Democrat,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37320,2036,1998,31,White,Male,12,Independent,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA
37321,2037,1998,74,White,Male,16,Independent,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37322,2038,1998,40,White,Male,9,"Ind,Near Dem",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37324,2040,1998,36,Black,Male,11,Strong Democrat,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
37325,2041,1998,62,Black,Female,12,Strong Democrat,4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37326,2042,1998,62,Black,Female,9,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37329,2045,1998,78,White,Male,6,Strong Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37331,2047,1998,32,Black,Female,16,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37334,2050,1998,20,Black,Female,12,Not Str Democrat,8,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37335,2051,1998,43,White,Female,16,Independent,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37336,2052,1998,53,Black,Male,12,Strong Democrat,1,FALSE,FALSE,FALSE,NA,NA,TRUE,TRUE,NA
37337,2053,1998,64,White,Female,12,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,NA,TRUE,NA,NA
37340,2056,1998,51,White,Female,16,"Ind,Near Rep",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37341,2057,1998,55,White,Female,12,"Ind,Near Rep",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37342,2058,1998,54,White,Male,16,"Ind,Near Rep",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37343,2059,1998,51,White,Female,16,"Ind,Near Rep",3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37344,2060,1998,69,White,Female,12,Strong Republican,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37345,2061,1998,44,White,Male,18,"Ind,Near Rep",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37346,2062,1998,51,White,Male,16,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37347,2063,1998,48,White,Male,12,Not Str Republican,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37350,2066,1998,21,White,Female,14,Independent,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37351,2067,1998,27,White,Female,18,Not Str Republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37352,2068,1998,38,White,Female,16,Strong Republican,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37354,2070,1998,41,Black,Male,12,Not Str Democrat,8,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37355,2071,1998,39,White,Female,12,Not Str Democrat,1,FALSE,TRUE,FALSE,NA,FALSE,TRUE,FALSE,NA
37357,2073,1998,51,White,Male,14,Not Str Democrat,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37359,2075,1998,33,White,Female,12,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37360,2076,1998,38,White,Female,16,Not Str Democrat,5,TRUE,TRUE,NA,TRUE,FALSE,NA,FALSE,NA
37361,2077,1998,82,Black,Male,12,"Ind,Near Dem",NA,FALSE,NA,NA,TRUE,TRUE,TRUE,TRUE,NA
37363,2079,1998,68,White,Male,9,"Ind,Near Dem",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
37365,2081,1998,26,White,Female,16,Not Str Democrat,3,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37367,2083,1998,50,White,Male,16,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37370,2086,1998,34,White,Female,12,Independent,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37371,2087,1998,29,White,Male,20,"Ind,Near Dem",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37372,2088,1998,44,White,Male,20,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37374,2090,1998,64,White,Female,16,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37375,2091,1998,37,White,Male,17,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37377,2093,1998,27,White,Female,16,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37378,2094,1998,80,White,Male,14,Strong Republican,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37381,2097,1998,70,White,Female,16,Independent,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37382,2098,1998,41,White,Male,16,"Ind,Near Dem",1,FALSE,NA,FALSE,TRUE,NA,TRUE,FALSE,NA
37384,2100,1998,20,Other,Female,12,Independent,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37385,2101,1998,37,White,Male,11,"Ind,Near Dem",NA,FALSE,TRUE,FALSE,NA,NA,FALSE,FALSE,NA
37386,2102,1998,48,White,Male,11,Independent,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37389,2105,1998,39,White,Male,16,"Ind,Near Dem",7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37390,2106,1998,35,White,Female,13,Not Str Democrat,4,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37391,2107,1998,26,White,Female,11,Strong Democrat,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37394,2110,1998,35,White,Male,12,"Ind,Near Rep",NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
37395,2111,1998,37,White,Male,16,Not Str Republican,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37396,2112,1998,36,White,Male,12,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37397,2113,1998,63,White,Female,12,"Ind,Near Rep",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37398,2114,1998,69,White,Female,12,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37399,2115,1998,49,Black,Female,15,Strong Democrat,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37400,2116,1998,38,Black,Male,16,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37403,2119,1998,50,Black,Female,12,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37404,2120,1998,27,Black,Male,16,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37405,2121,1998,64,White,Female,18,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37406,2122,1998,31,Black,Male,14,Independent,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37407,2123,1998,65,White,Female,12,Not Str Republican,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37409,2125,1998,78,Black,Female,12,Strong Democrat,5,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37411,2127,1998,36,Black,Female,13,Strong Democrat,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
37412,2128,1998,23,White,Male,16,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37415,2131,1998,45,Black,Female,16,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
37417,2133,1998,33,Black,Female,12,"Ind,Near Dem",NA,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
37418,2134,1998,62,White,Female,14,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37419,2135,1998,38,Black,Female,16,Not Str Democrat,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA
37420,2136,1998,28,Other,Female,16,Strong Democrat,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37421,2137,1998,53,Black,Female,20,Not Str Democrat,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37422,2138,1998,51,White,Female,12,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37423,2139,1998,38,White,Male,18,Independent,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37425,2141,1998,28,White,Female,16,Other Party,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,NA
37427,2143,1998,70,White,Female,14,Not Str Republican,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37429,2145,1998,66,Other,Female,16,Independent,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA
37430,2146,1998,44,White,Female,13,Independent,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37431,2147,1998,32,White,Male,16,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37432,2148,1998,42,White,Male,16,Not Str Democrat,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
37435,2151,1998,40,White,Male,16,Not Str Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37438,2154,1998,51,White,Female,16,"Ind,Near Rep",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37439,2155,1998,23,White,Female,14,"Ind,Near Dem",7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37441,2157,1998,46,Black,Male,10,Strong Democrat,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37442,2158,1998,31,Black,Male,12,Strong Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37443,2159,1998,71,Black,Male,7,Strong Democrat,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37446,2162,1998,42,White,Male,15,Not Str Democrat,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37448,2164,1998,81,White,Male,18,Not Str Republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37449,2165,1998,50,White,Female,18,Strong Republican,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37450,2166,1998,75,White,Male,6,Strong Republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37453,2169,1998,79,Black,Female,5,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37456,2172,1998,49,White,Female,15,Not Str Republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37457,2173,1998,28,White,Male,14,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37458,2174,1998,21,White,Male,11,Other Party,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37460,2176,1998,24,White,Female,16,Not Str Democrat,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37462,2178,1998,34,White,Male,16,Not Str Republican,NA,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37467,2183,1998,23,Other,Female,15,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37468,2184,1998,39,White,Male,17,Independent,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37469,2185,1998,48,White,Male,18,"Ind,Near Dem",NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37471,2187,1998,39,White,Female,18,Not Str Republican,4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37472,2188,1998,56,White,Male,20,Not Str Republican,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37473,2189,1998,39,White,Female,15,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37475,2191,1998,66,Other,Male,14,Strong Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37477,2193,1998,20,Other,Male,9,Not Str Democrat,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37478,2194,1998,54,Other,Male,12,Independent,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37482,2198,1998,62,White,Male,11,Not Str Democrat,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37483,2199,1998,48,White,Female,11,Independent,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37485,2201,1998,42,White,Female,12,Independent,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA
37488,2204,1998,68,White,Female,12,Not Str Democrat,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37489,2205,1998,71,White,Male,18,Strong Democrat,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37490,2206,1998,58,White,Female,12,Not Str Democrat,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,NA
37493,2209,1998,34,White,Female,12,Independent,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37494,2210,1998,27,White,Male,16,Strong Republican,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
37497,2213,1998,66,White,Female,12,Not Str Democrat,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
37499,2215,1998,50,White,Male,18,Strong Republican,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37500,2216,1998,76,Black,Female,14,Independent,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA
37501,2217,1998,55,White,Male,11,Not Str Democrat,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37502,2218,1998,31,White,Female,20,Not Str Democrat,2,FALSE,TRUE,NA,TRUE,FALSE,TRUE,FALSE,NA
37503,2219,1998,27,White,Male,13,Other Party,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37505,2221,1998,52,White,Male,7,"Ind,Near Dem",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37506,2222,1998,78,White,Female,14,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37509,2225,1998,59,White,Female,12,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37510,2226,1998,34,White,Male,12,"Ind,Near Dem",1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37514,2230,1998,51,White,Female,12,Strong Republican,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37516,2232,1998,41,White,Male,12,Strong Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA
37517,2233,1998,64,White,Male,10,Not Str Republican,8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA
37522,2238,1998,83,White,Female,15,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37523,2239,1998,38,White,Female,12,Not Str Republican,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37524,2240,1998,64,White,Male,9,Not Str Democrat,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37527,2243,1998,68,White,Female,7,Not Str Democrat,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37528,2244,1998,35,White,Male,16,Not Str Democrat,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
37530,2246,1998,59,White,Male,13,"Ind,Near Dem",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37531,2247,1998,73,White,Male,14,Not Str Republican,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,NA
37534,2250,1998,52,White,Female,13,Independent,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37535,2251,1998,35,White,Female,14,"Ind,Near Rep",2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37536,2252,1998,22,Black,Female,15,Not Str Democrat,2,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37538,2254,1998,31,Other,Female,12,Independent,NA,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37539,2255,1998,54,Black,Male,12,Not Str Democrat,2,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,NA
37543,2259,1998,35,White,Male,11,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37546,2262,1998,51,White,Female,14,Not Str Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37547,2263,1998,33,White,Male,12,Not Str Republican,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37549,2265,1998,83,White,Female,6,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37550,2266,1998,53,White,Female,13,Strong Republican,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37555,2271,1998,30,White,Female,12,Not Str Republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37556,2272,1998,30,White,Male,12,"Ind,Near Dem",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37557,2273,1998,42,White,Male,12,Other Party,NA,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37558,2274,1998,52,White,Male,20,Independent,1,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA,NA
37559,2275,1998,56,White,Female,12,Independent,NA,FALSE,TRUE,FALSE,TRUE,NA,TRUE,FALSE,NA
37561,2277,1998,52,White,Female,12,Not Str Republican,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37563,2279,1998,67,White,Male,10,"Ind,Near Rep",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37564,2280,1998,20,White,Male,12,Strong Democrat,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37566,2282,1998,36,White,Female,10,Independent,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37568,2284,1998,71,White,Male,13,Not Str Republican,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
37569,2285,1998,53,White,Female,18,"Ind,Near Rep",3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37570,2286,1998,64,White,Female,15,Not Str Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
37576,2292,1998,60,White,Female,12,Independent,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA
37578,2294,1998,37,White,Female,14,Independent,9,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37579,2295,1998,39,White,Male,20,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37582,2298,1998,44,White,Male,12,Strong Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37584,2300,1998,45,White,Female,12,Strong Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37585,2301,1998,28,White,Male,11,"Ind,Near Rep",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37587,2303,1998,47,White,Male,12,Strong Republican,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37588,2304,1998,46,White,Female,12,Independent,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37590,2306,1998,52,White,Female,11,Not Str Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37591,2307,1998,84,White,Female,2,"Ind,Near Dem",5,FALSE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,NA
37592,2308,1998,69,White,Female,12,"Ind,Near Dem",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
37594,2310,1998,74,White,Male,11,"Ind,Near Rep",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37595,2311,1998,33,White,Male,14,Independent,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37597,2313,1998,25,White,Female,10,"Ind,Near Dem",5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
37598,2314,1998,30,White,Female,12,Independent,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37599,2315,1998,64,White,Male,8,Strong Democrat,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37600,2316,1998,47,White,Female,16,Strong Republican,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37601,2317,1998,20,White,Female,13,Strong Republican,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37602,2318,1998,49,White,Male,12,Not Str Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37603,2319,1998,22,White,Male,15,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37606,2322,1998,28,Black,Male,16,Not Str Democrat,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37608,2324,1998,60,White,Male,19,Not Str Republican,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37609,2325,1998,43,White,Male,16,Strong Republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA
37610,2326,1998,21,White,Male,13,"Ind,Near Rep",5,FALSE,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA
37615,2331,1998,61,Black,Female,13,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37618,2334,1998,55,White,Female,18,Independent,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37619,2335,1998,27,White,Female,12,Not Str Republican,8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
37620,2336,1998,53,White,Female,13,"Ind,Near Rep",2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
37621,2337,1998,20,White,Female,13,Not Str Republican,4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
