row_number,id,year,age,race,sex,education,party_id,religious_activity,ab_any,ab_defect,ab_no_more,ab_health,ab_poor,ab_rape,ab_single,hispanic,party_val
34651,2271,1996,66,White,Male,20,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34654,2274,1996,41,White,Female,12,Strong Republican,NA,0,1,1,1,0,1,0,2,3
34657,2277,1996,72,White,Female,12,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
34659,2279,1996,89,White,Female,8,Not Str Democrat,NA,1,1,1,1,0,1,1,2,-2
34661,2281,1996,51,White,Female,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34662,2282,1996,46,White,Female,12,Independent,NA,1,1,1,1,1,1,1,2,0
34665,2285,1996,21,White,Male,11,Strong Republican,NA,1,1,1,1,1,1,1,2,3
34666,2286,1996,43,White,Male,14,Not Str Republican,NA,0,0,0,0,0,0,0,2,2
34667,2287,1996,65,White,Female,12,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
34670,2290,1996,50,White,Male,14,Independent,NA,1,1,1,1,1,1,1,2,0
34672,2292,1996,78,White,Male,11,"Ind,Near Dem",NA,0,1,0,1,0,1,1,2,-1
34673,2293,1996,58,White,Female,15,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
34674,2294,1996,24,White,Male,12,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
34675,2295,1996,49,White,Male,14,Strong Republican,NA,0,0,0,1,0,0,0,2,3
34678,2298,1996,33,White,Female,12,"Ind,Near Rep",NA,0,0,0,0,0,0,0,2,1
34679,2299,1996,49,Black,Male,13,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
34680,2300,1996,57,White,Male,9,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
34681,2301,1996,47,White,Male,14,Other Party,NA,0,1,0,1,0,1,0,2,0
34682,2302,1996,86,White,Female,10,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
34683,2303,1996,49,White,Female,14,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34687,2307,1996,67,White,Female,12,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
34688,2308,1996,28,White,Female,13,Strong Republican,NA,0,0,0,0,0,0,0,2,3
34690,2310,1996,37,White,Male,13,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
34692,2312,1996,72,White,Male,14,Strong Republican,NA,1,1,1,1,0,1,1,2,3
34693,2313,1996,63,White,Female,14,"Ind,Near Rep",NA,0,1,0,1,0,1,0,2,1
34695,2315,1996,53,White,Male,12,"Ind,Near Rep",NA,0,0,0,1,0,0,0,2,1
34696,2316,1996,30,White,Female,14,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
34697,2317,1996,38,White,Female,13,Not Str Republican,NA,0,1,1,1,1,1,0,2,2
34699,2319,1996,60,White,Female,14,Not Str Democrat,NA,0,1,1,1,0,1,0,2,-2
34701,2321,1996,67,White,Male,12,Not Str Republican,NA,0,1,1,1,1,1,1,2,2
34702,2322,1996,50,White,Male,17,"Ind,Near Rep",NA,0,1,0,1,0,1,0,2,1
34703,2323,1996,77,White,Male,8,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
34704,2324,1996,33,White,Female,12,Strong Republican,NA,0,1,0,1,0,1,0,2,3
34707,2327,1996,55,White,Female,16,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
34709,2329,1996,56,White,Female,10,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
34711,2331,1996,23,White,Male,12,"Ind,Near Rep",NA,0,1,0,1,0,1,0,2,1
34712,2332,1996,54,White,Male,13,"Ind,Near Dem",NA,0,1,1,1,0,1,1,2,-1
34713,2333,1996,75,White,Female,12,Strong Republican,NA,0,1,0,1,0,0,0,2,3
34716,2336,1996,39,White,Male,12,Not Str Republican,NA,0,0,0,1,0,0,0,2,2
34717,2337,1996,30,White,Male,13,Independent,NA,1,1,0,1,1,1,0,2,0
34718,2338,1996,67,White,Female,12,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
34720,2340,1996,42,White,Male,8,"Ind,Near Rep",NA,0,1,0,1,0,0,0,2,1
34721,2341,1996,56,White,Female,19,Strong Republican,NA,0,1,0,1,0,1,0,2,3
34722,2342,1996,20,White,Female,12,"Ind,Near Rep",NA,0,1,0,1,0,1,0,2,1
34723,2343,1996,25,Other,Male,17,Not Str Republican,NA,1,1,0,1,1,1,0,2,2
34726,2346,1996,38,White,Male,16,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34729,2349,1996,56,White,Female,19,"Ind,Near Rep",NA,0,1,0,1,1,1,1,2,1
34732,2352,1996,57,White,Female,14,Not Str Democrat,NA,0,0,0,0,0,0,0,2,-2
34733,2353,1996,32,White,Male,19,"Ind,Near Rep",NA,0,0,0,1,0,1,0,2,1
34734,2354,1996,45,White,Female,12,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
34735,2355,1996,38,White,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
34736,2356,1996,27,White,Female,16,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
34737,2357,1996,21,White,Female,15,Not Str Republican,NA,0,1,0,1,0,0,0,2,2
34738,2358,1996,25,White,Male,17,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
34740,2360,1996,45,White,Female,14,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
34741,2361,1996,26,White,Female,16,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
34743,2363,1996,34,White,Female,14,Not Str Republican,NA,0,0,0,1,0,0,0,2,2
34744,2364,1996,24,White,Female,14,"Ind,Near Dem",NA,1,1,0,1,1,1,1,2,-1
34745,2365,1996,41,White,Male,10,Independent,NA,0,0,0,0,0,0,0,2,0
34750,2370,1996,33,White,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,0,0,2,-1
34751,2371,1996,28,Black,Female,14,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
34752,2372,1996,30,White,Male,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34754,2374,1996,25,White,Female,12,Not Str Democrat,NA,1,1,0,1,0,1,0,2,-2
34756,2376,1996,70,White,Female,12,Not Str Democrat,NA,0,0,0,0,0,0,0,2,-2
34759,2379,1996,70,White,Female,10,Not Str Democrat,NA,0,1,1,1,1,1,1,2,-2
34761,2381,1996,76,White,Female,12,Not Str Democrat,NA,0,0,0,1,0,1,0,2,-2
34763,2383,1996,37,White,Female,12,Independent,NA,0,1,0,1,0,1,0,2,0
34764,2384,1996,21,White,Male,12,Independent,NA,0,1,0,1,0,1,0,2,0
34767,2387,1996,72,White,Female,10,Strong Democrat,NA,0,1,1,1,1,1,1,2,-3
34768,2388,1996,69,White,Male,11,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
34769,2389,1996,46,White,Female,16,Strong Republican,NA,0,0,0,1,0,1,0,2,3
34770,2390,1996,60,White,Female,16,Independent,NA,0,1,0,1,0,1,0,2,0
34771,2391,1996,35,White,Male,12,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
34773,2393,1996,82,White,Male,12,Strong Republican,NA,1,1,1,1,1,1,1,2,3
34774,2394,1996,54,White,Female,12,Not Str Democrat,NA,1,1,0,1,0,0,0,2,-2
34775,2395,1996,28,White,Female,12,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
34776,2396,1996,67,White,Female,14,Not Str Republican,NA,0,0,0,0,0,0,0,2,2
34778,2398,1996,43,White,Male,15,Independent,NA,0,1,0,1,0,1,0,2,0
34779,2399,1996,49,White,Male,13,Independent,NA,1,1,1,1,1,1,1,2,0
34780,2400,1996,74,White,Male,12,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
34783,2403,1996,45,White,Male,12,Not Str Republican,NA,0,0,0,1,0,1,0,2,2
34785,2405,1996,20,White,Male,12,"Ind,Near Dem",NA,0,0,0,1,0,1,0,2,-1
34787,2407,1996,78,White,Female,18,Not Str Democrat,NA,0,1,0,1,0,0,0,2,-2
34788,2408,1996,55,White,Male,12,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
34790,2410,1996,28,White,Male,16,Not Str Republican,NA,0,0,0,1,0,0,0,2,2
34797,2417,1996,77,White,Female,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34798,2418,1996,44,White,Male,16,Not Str Republican,NA,1,0,1,0,1,0,0,2,2
34800,2420,1996,24,White,Male,12,Independent,NA,0,1,0,1,0,1,0,2,0
34802,2422,1996,72,White,Female,13,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
34805,2425,1996,69,White,Female,6,Not Str Republican,NA,1,1,0,1,0,1,1,2,2
34807,2427,1996,42,White,Male,14,Independent,NA,0,1,1,1,1,1,0,2,0
34808,2428,1996,84,White,Female,12,Not Str Democrat,NA,0,1,0,1,1,1,0,2,-2
34809,2429,1996,66,White,Male,13,Independent,NA,0,1,0,1,0,1,0,2,0
34810,2430,1996,43,White,Male,20,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
34811,2431,1996,25,White,Female,16,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
34812,2432,1996,27,White,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
34813,2433,1996,25,White,Female,16,"Ind,Near Rep",NA,0,1,0,1,0,1,0,2,1
34816,2436,1996,61,White,Male,15,"Ind,Near Rep",NA,0,1,0,1,1,1,1,2,1
34818,2438,1996,29,White,Female,16,"Ind,Near Rep",NA,0,1,0,1,0,1,0,2,1
34823,2443,1996,35,White,Female,12,Strong Republican,NA,1,1,1,1,1,1,1,2,3
34826,2446,1996,41,White,Female,16,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
34828,2448,1996,41,White,Male,12,Independent,NA,1,1,1,1,1,1,1,2,0
34831,2451,1996,42,White,Female,14,Independent,NA,0,0,0,0,0,0,0,2,0
34832,2452,1996,33,White,Male,13,Independent,NA,0,1,0,1,0,1,0,2,0
34833,2453,1996,24,White,Female,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34836,2456,1996,32,White,Male,14,Other Party,NA,1,1,1,1,1,1,1,2,0
34837,2457,1996,47,White,Male,16,Not Str Republican,NA,0,1,0,1,1,1,1,2,2
34838,2458,1996,21,White,Female,14,Strong Republican,NA,0,0,0,0,0,0,0,2,3
34839,2459,1996,21,White,Male,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34840,2460,1996,21,White,Female,12,Independent,NA,0,1,0,1,0,1,0,2,0
34841,2461,1996,43,White,Female,12,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
34842,2462,1996,46,White,Male,14,Independent,NA,1,1,1,1,1,1,1,2,0
34843,2463,1996,34,White,Male,14,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34845,2465,1996,39,White,Female,10,Independent,NA,0,1,0,1,0,1,0,2,0
34848,2468,1996,35,White,Female,14,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
34849,2469,1996,39,White,Male,12,Not Str Democrat,NA,0,1,0,1,1,1,0,2,-2
34851,2471,1996,48,White,Male,15,Independent,NA,0,1,0,1,0,1,0,2,0
34852,2472,1996,24,Other,Male,15,Independent,NA,0,1,0,1,0,1,0,2,0
34853,2473,1996,35,White,Female,12,Not Str Republican,NA,0,0,0,1,0,0,0,2,2
34855,2475,1996,24,White,Male,12,Independent,NA,0,1,0,1,0,1,0,2,0
34857,2477,1996,68,White,Female,12,Strong Democrat,NA,1,0,1,0,1,0,0,2,-3
34858,2478,1996,81,White,Male,8,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
34859,2479,1996,36,White,Female,14,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34861,2481,1996,89,White,Female,14,Strong Republican,NA,1,1,1,1,1,1,1,2,3
34862,2482,1996,76,White,Male,9,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
34866,2486,1996,46,White,Male,15,"Ind,Near Rep",NA,0,1,0,1,0,1,0,2,1
34868,2488,1996,67,White,Female,12,Not Str Democrat,NA,0,1,0,1,0,0,0,2,-2
34869,2489,1996,80,White,Female,7,"Ind,Near Dem",NA,0,0,0,0,0,0,0,2,-1
34872,2492,1996,31,White,Male,12,Independent,NA,1,1,1,1,1,1,1,2,0
34873,2493,1996,47,White,Female,12,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
34874,2494,1996,66,White,Female,10,"Ind,Near Rep",NA,0,0,0,1,0,0,0,2,1
34875,2495,1996,55,White,Female,12,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
34878,2498,1996,54,Black,Female,12,Not Str Democrat,NA,0,0,0,0,0,0,0,2,-2
34882,2502,1996,31,White,Female,16,Not Str Democrat,NA,0,0,0,0,0,0,0,2,-2
34885,2505,1996,86,Black,Female,3,Strong Democrat,NA,0,1,0,1,0,0,0,2,-3
34886,2506,1996,72,Black,Female,5,"Ind,Near Rep",NA,0,0,1,1,0,0,0,2,1
34887,2507,1996,24,Black,Female,12,"Ind,Near Dem",NA,0,1,1,1,1,1,0,2,-1
34890,2510,1996,73,Black,Female,10,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
34893,2513,1996,47,Black,Male,11,"Ind,Near Dem",NA,0,1,1,1,0,0,0,2,-1
34896,2516,1996,49,White,Female,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34897,2517,1996,37,White,Female,12,Independent,NA,0,1,0,1,0,1,0,2,0
34901,2521,1996,64,White,Male,12,"Ind,Near Rep",NA,0,1,0,1,0,1,0,2,1
34902,2522,1996,72,White,Female,12,Independent,NA,0,1,1,1,0,1,0,2,0
34903,2523,1996,68,White,Male,11,Not Str Republican,NA,1,1,1,1,0,1,1,2,2
34905,2525,1996,33,White,Female,10,Not Str Republican,NA,1,1,1,1,1,1,0,2,2
34906,2526,1996,30,Black,Female,14,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
34914,2534,1996,40,White,Male,17,"Ind,Near Dem",NA,0,0,0,1,0,1,0,2,-1
34916,2536,1996,20,White,Female,13,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
34917,2537,1996,29,White,Male,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34919,2539,1996,59,White,Female,17,Strong Republican,NA,0,0,0,0,0,0,0,2,3
34922,2542,1996,64,White,Female,12,Not Str Democrat,NA,0,1,1,1,1,1,0,2,-2
34924,2544,1996,71,White,Female,12,Strong Democrat,NA,0,1,0,1,1,1,1,2,-3
34925,2545,1996,40,White,Female,14,Independent,NA,1,1,1,1,1,1,1,2,0
34926,2546,1996,45,White,Male,10,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
34927,2547,1996,39,White,Male,12,Not Str Republican,NA,0,1,0,1,0,1,1,2,2
34930,2550,1996,53,White,Male,14,"Ind,Near Rep",NA,0,1,0,1,0,0,0,2,1
34931,2551,1996,28,White,Male,10,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34935,2555,1996,65,White,Female,7,Not Str Democrat,NA,0,0,0,1,0,0,0,2,-2
34936,2556,1996,42,White,Male,8,Strong Republican,NA,0,1,0,1,0,1,0,2,3
34938,2558,1996,31,White,Male,12,Independent,NA,1,1,0,1,1,1,0,2,0
34940,2560,1996,36,White,Female,10,Independent,NA,0,1,0,1,0,0,0,2,0
34943,2563,1996,67,White,Female,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34944,2564,1996,78,White,Female,8,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
34949,2569,1996,35,White,Male,7,Strong Republican,NA,0,0,0,0,0,1,0,2,3
34951,2571,1996,68,White,Female,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34953,2573,1996,23,Black,Female,13,Not Str Democrat,NA,0,1,1,1,1,1,0,2,-2
34954,2574,1996,40,Black,Female,12,Independent,NA,0,0,0,0,0,0,0,2,0
34955,2575,1996,20,Black,Female,10,Not Str Democrat,NA,0,0,0,0,0,0,0,2,-2
34957,2577,1996,43,Black,Female,16,Not Str Democrat,NA,0,0,0,0,0,0,0,2,-2
34958,2578,1996,35,Black,Male,12,Strong Democrat,NA,0,1,0,0,0,0,0,2,-3
34961,2581,1996,76,Black,Female,8,Strong Democrat,NA,0,0,0,0,0,0,0,2,-3
34964,2584,1996,23,White,Female,13,Independent,NA,0,1,0,1,0,1,0,2,0
34965,2585,1996,33,White,Male,12,Strong Republican,NA,0,1,0,1,0,1,0,2,3
34966,2586,1996,54,White,Male,16,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
34967,2587,1996,48,White,Female,13,Independent,NA,1,1,0,1,1,1,0,2,0
34969,2589,1996,35,Black,Female,12,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
34970,2590,1996,38,Black,Female,11,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
34971,2591,1996,49,Black,Female,12,Strong Democrat,NA,0,0,0,1,0,0,0,2,-3
34974,2594,1996,19,Black,Female,11,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
34976,2596,1996,53,Black,Female,13,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
34979,2599,1996,39,White,Female,19,Strong Republican,NA,0,0,0,0,0,0,0,2,3
34982,2602,1996,37,Black,Female,13,Strong Democrat,NA,0,0,0,1,0,0,0,2,-3
34984,2604,1996,33,White,Male,13,Strong Republican,NA,0,1,0,1,0,1,0,2,3
34986,2606,1996,72,White,Female,13,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
34987,2607,1996,61,White,Male,16,Strong Republican,NA,0,1,0,1,0,1,0,2,3
34988,2608,1996,72,White,Male,16,Independent,NA,1,1,1,1,1,1,1,2,0
34989,2609,1996,62,White,Female,12,Strong Republican,NA,0,0,0,1,1,1,0,2,3
34991,2611,1996,48,White,Female,12,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
34992,2612,1996,25,White,Male,12,Independent,NA,0,0,0,0,0,0,0,2,0
34993,2613,1996,50,White,Female,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
34995,2615,1996,55,White,Male,12,Not Str Republican,NA,0,0,0,0,0,0,0,2,2
34996,2616,1996,51,White,Male,9,Independent,NA,0,0,0,0,0,0,0,2,0
34997,2617,1996,49,White,Female,12,Strong Republican,NA,1,1,1,1,1,1,1,2,3
35000,2620,1996,82,White,Female,12,Not Str Democrat,NA,0,1,0,1,0,1,1,2,-2
35001,2621,1996,34,White,Male,9,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
35002,2622,1996,63,Black,Female,10,"Ind,Near Dem",NA,0,1,1,1,1,1,0,2,-1
35005,2625,1996,50,Black,Male,16,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
35006,2626,1996,32,Black,Female,13,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
35007,2627,1996,43,White,Male,12,Not Str Democrat,NA,1,1,0,1,0,1,0,2,-2
35009,2629,1996,19,Black,Male,12,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
35014,2634,1996,48,White,Female,11,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
35015,2635,1996,59,White,Male,16,Strong Republican,NA,0,1,0,1,0,0,0,2,3
35016,2636,1996,36,White,Female,15,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
35019,2639,1996,26,Black,Male,14,"Ind,Near Dem",NA,0,0,0,0,0,0,0,2,-1
35020,2640,1996,29,Black,Female,12,Independent,NA,0,0,0,1,0,1,0,2,0
35022,2642,1996,38,Black,Female,18,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
35024,2644,1996,34,White,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
35025,2645,1996,40,Black,Female,12,Strong Democrat,NA,0,0,0,1,0,0,0,2,-3
35027,2647,1996,59,White,Male,16,Not Str Democrat,NA,0,0,0,0,0,0,0,2,-2
35028,2648,1996,49,White,Male,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
35029,2649,1996,31,Black,Female,12,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
35030,2650,1996,32,Black,Male,13,Independent,NA,1,1,0,1,1,1,1,2,0
35031,2651,1996,33,White,Male,8,"Ind,Near Rep",NA,0,1,0,1,0,1,0,2,1
35034,2654,1996,59,Other,Female,12,Not Str Republican,NA,0,0,0,0,0,0,0,2,2
35036,2656,1996,29,White,Male,11,"Ind,Near Dem",NA,1,1,0,1,0,1,0,2,-1
35038,2658,1996,65,White,Male,8,Strong Republican,NA,0,0,0,1,0,0,0,2,3
35039,2659,1996,58,White,Female,8,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
35040,2660,1996,20,Black,Female,12,"Ind,Near Dem",NA,0,0,0,1,0,1,0,2,-1
35042,2662,1996,70,Black,Female,8,Strong Democrat,NA,0,0,0,0,0,0,0,2,-3
35044,2664,1996,63,Black,Male,9,Not Str Republican,NA,1,0,1,0,1,1,1,2,2
35045,2665,1996,30,White,Female,14,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
35046,2666,1996,26,White,Female,16,Independent,NA,1,1,1,1,1,1,1,2,0
35050,2670,1996,38,White,Female,16,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
35052,2672,1996,52,White,Male,20,Strong Republican,NA,0,0,0,0,0,0,0,2,3
35053,2673,1996,37,White,Female,17,Not Str Republican,NA,0,1,1,1,1,1,1,2,2
35055,2675,1996,27,White,Male,16,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
35056,2676,1996,51,White,Female,18,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
35059,2679,1996,51,White,Female,12,Not Str Republican,NA,0,1,1,1,0,1,0,2,2
35065,2685,1996,37,White,Male,12,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
35067,2687,1996,69,White,Male,14,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
35071,2691,1996,65,White,Male,11,Not Str Republican,NA,0,1,0,1,0,0,0,2,2
35073,2693,1996,34,White,Male,13,Independent,NA,0,1,0,1,0,0,0,2,0
35076,2696,1996,73,White,Female,8,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
35077,2697,1996,26,White,Female,9,Strong Republican,NA,0,1,1,1,0,1,0,2,3
35078,2698,1996,29,White,Female,11,"Ind,Near Rep",NA,0,0,0,0,0,0,0,2,1
35079,2699,1996,39,White,Female,14,Independent,NA,0,1,0,1,0,0,0,2,0
35081,2701,1996,66,White,Male,12,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
35082,2702,1996,44,White,Male,11,Strong Republican,NA,0,1,0,1,1,1,0,2,3
35083,2703,1996,48,White,Female,9,Strong Republican,NA,0,1,0,1,0,1,0,2,3
35085,2705,1996,68,White,Male,17,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
35086,2706,1996,21,White,Female,12,"Ind,Near Rep",NA,1,1,0,1,0,1,0,2,1
35088,2708,1996,62,White,Female,11,Not Str Democrat,NA,0,0,0,1,0,1,0,2,-2
35094,2714,1996,48,White,Female,14,Strong Republican,NA,0,0,0,1,0,0,0,2,3
35097,2717,1996,61,White,Female,12,Strong Republican,NA,0,1,0,1,0,1,0,2,3
35098,2718,1996,74,White,Female,11,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
35100,2720,1996,35,White,Male,12,Strong Republican,NA,1,1,1,1,1,1,1,2,3
35101,2721,1996,25,White,Female,12,Not Str Republican,NA,0,1,1,1,0,1,0,2,2
35105,2725,1996,63,White,Male,12,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
35107,2727,1996,38,White,Male,16,Strong Republican,NA,0,0,0,0,0,0,0,2,3
35109,2729,1996,26,White,Female,16,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
35111,2731,1996,36,White,Female,16,Strong Republican,NA,0,0,0,1,0,0,0,2,3
35112,2732,1996,65,White,Male,8,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
35113,2733,1996,39,White,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
35114,2734,1996,70,White,Male,10,Not Str Democrat,NA,0,0,0,1,0,1,0,2,-2
35115,2735,1996,25,White,Female,10,Not Str Republican,NA,0,1,0,1,0,0,0,2,2
35119,2739,1996,39,White,Male,17,Strong Republican,NA,0,0,0,0,0,0,0,2,3
35120,2740,1996,49,White,Female,12,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
35122,2742,1996,22,Black,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
35125,2745,1996,37,Black,Female,11,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
35127,2747,1996,40,White,Female,12,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
35128,2748,1996,38,White,Female,9,Strong Democrat,NA,0,1,0,1,0,0,0,2,-3
35133,2753,1996,54,White,Female,15,Strong Democrat,NA,0,0,0,0,0,0,0,2,-3
35135,2755,1996,26,White,Female,12,Strong Republican,NA,0,0,0,1,0,0,0,2,3
35136,2756,1996,40,White,Female,18,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
35138,2758,1996,37,White,Male,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
35140,2760,1996,34,White,Female,12,"Ind,Near Rep",NA,0,1,0,1,0,1,0,2,1
35142,2762,1996,19,Black,Female,11,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
35143,2763,1996,60,Black,Male,9,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
35144,2764,1996,75,White,Female,16,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
35146,2766,1996,46,White,Female,13,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
35147,2767,1996,25,White,Female,12,Not Str Republican,NA,1,0,1,0,1,0,0,2,2
35151,2771,1996,23,White,Female,13,Independent,NA,0,1,0,1,0,1,0,2,0
35153,2773,1996,64,White,Male,16,"Ind,Near Rep",NA,0,1,0,1,0,1,0,2,1
35154,2774,1996,51,White,Male,16,Independent,NA,0,1,0,1,0,1,0,2,0
35156,2776,1996,36,Black,Male,16,"Ind,Near Dem",NA,1,1,1,1,1,1,0,2,-1
35161,2781,1996,45,Black,Female,10,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
35162,2782,1996,56,Black,Male,12,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
35163,2783,1996,19,Black,Female,12,Not Str Democrat,NA,1,1,1,1,0,1,1,2,-2
35166,2786,1996,41,White,Male,12,Independent,NA,1,1,1,1,1,1,1,2,0
35168,2788,1996,53,Black,Female,13,Strong Democrat,NA,0,1,1,1,1,0,0,2,-3
35169,2789,1996,22,White,Male,16,Independent,NA,1,1,1,1,1,1,1,2,0
35170,2790,1996,30,Other,Female,16,Not Str Democrat,NA,0,0,0,0,0,0,0,2,-2
35172,2792,1996,22,White,Female,12,Not Str Republican,NA,0,1,1,1,0,1,0,2,2
35175,2795,1996,47,White,Female,12,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
35178,2798,1996,52,White,Female,16,Not Str Democrat,NA,0,1,1,1,1,1,1,2,-2
35179,2799,1996,29,White,Male,12,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
35184,2804,1996,43,White,Female,16,Not Str Republican,NA,0,1,1,1,0,1,0,2,2
35185,2805,1996,43,White,Female,16,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
35186,2806,1996,19,White,Female,11,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
35189,2809,1996,21,Other,Male,12,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
35190,2810,1996,18,Other,Female,11,Not Str Democrat,NA,0,1,1,1,1,1,0,2,-2
35191,2811,1996,49,Other,Male,12,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
